name,sinta_id,dept,sinta_score,sinta_3yr_score,affil_score,affil_3yr_score,scopus_h_index,gs_h_index,wos_h_index,scopus_i10_index,gs_i10_index,wos_i10_index,scopus_g_index,gs_g_index,wos_g_index,scopus_article,scopus_citation,scopus_cited_document,gs_article,gs_citation,gs_cited_document,wos_article,wos_citation,wos_cited_document
DIKDIK ZAFAR SIDIK,5989589,S1 - Kepelatihan Fisik Olahraga,415,152,0,0,0,12,0,0,15,0,1,1,0,3,0,0,64,1379,41,0,0,0
DIDI TEGUH CHANDRA,6148724,Profesi - Pendidikan Profesi Guru,450,168,0,0,4,6,,1,3,,1,1,,23,44,14,48,128,29,0,0,0
WASLALUDDIN,6099556,S1 - Fisika,376,145,0,0,3,6,0,1,4,0,1,3,0,12,28,6,27,101,18,0,0,0
AGUS DANAWAN,6123641,S1 - Pendidikan Fisika,210,142,0,0,3,6,,1,2,,2,1,,4,23,3,25,119,17,0,0,0
ASARI DJOHAR,6031234,S1 - Pendidikan Teknik Mesin,365,163,0,0,4,7,,1,3,,1,1,,17,41,8,28,211,19,0,0,0
IIM SITI MASYITOH,5992560,S2 - Pendidikan Kewarganegaraan,430,132,0,0,1,3,0,0,1,0,1,1,1,2,1,1,59,79,17,0,0,0
"R. DIAN HENDRAYANA, S.S., M.PD.",6129542,S1 - Pendidikan Bahasa Sunda,676,132,0,0,0,4,,0,0,,0,1,,0,0,0,27,40,11,0,0,0
ENI NURAENI,6003416,S1 - Pendidikan Biologi,410,159,0,0,3,6,1,0,3,0,1,1,1,13,11,4,46,108,25,10,3,2
SANDIE GUNARA,5977160,S1 - Pendidikan Seni Musik,278,155,0,0,1,6,,0,2,,1,2,,7,5,3,39,80,20,0,0,0
ASEP SUPRIATNA,5978133,S1 - Pendidikan Kimia,414,157,0,0,2,8,,0,6,,1,1,,14,17,6,55,422,25,0,0,0
NENDEN SRI LENGKANAWATI,5991826,S2 - Pendidikan Bahasa Inggris,462,158,0,0,5,9,,3,9,,1,1,,10,60,7,50,526,27,0,0,0
EKO SULISTIONO,6722048,S1 - Pendidikan Masyarakat,166,148,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,5,4,0,0,0
OONG KOMAR,5986243,S1 - Pendidikan Masyarakat,334,137,0,0,1,4,,0,1,,1,1,,6,3,1,90,154,18,0,0,0
NANI SUTARNI,5978295,S2 - Pendidikan Ekonomi,307,148,0,0,1,5,0,0,3,0,1,1,1,8,1,1,30,118,15,5,0,0
ILHAMDANIAH,6003424,S2 - Arsitektur,265,139,0,0,1,3,1,0,1,0,1,1,1,7,2,1,28,29,11,6,1,1
IRFAN FAUZI,6726562,Unknown,141,139,0,0,0,5,,0,4,,0,1,,0,0,0,18,893,8,0,0,0
DEWI RACHMATIN,5975775,S1 - Pendidikan Matematika,257,140,0,0,1,5,,0,5,,0,1,,2,5,2,32,218,20,0,0,0
ZAKARIAS SUKARYA SOETEJA,6107747,S3 - Pendidikan Seni,265,156,0,0,0,6,0,0,2,0,1,1,1,3,0,0,49,84,15,1,0,0
ALDISSAIN JURIZAT,6746163,S1 - Arsitektur,190,132,0,0,1,3,1,0,0,0,2,1,2,8,4,3,15,14,7,0,0,0
MUHAMAD ARIEF RAMDHANY,5993223,S1 - Pendidikan Akuntansi,238,127,0,0,1,4,0,0,2,0,1,6,1,6,1,1,18,44,8,5,0,0
RITA MILYARTINI,5978994,S3 - Pendidikan Seni,352,127,0,0,0,5,1,0,3,0,1,1,1,4,0,0,57,90,16,5,1,1
SAID HAMID HASAN,6193496,S3 - Pendidikan Sejarah,326,177,0,0,0,19,0,0,25,0,0,3,0,0,0,0,94,2597,60,0,0,0
EKI NUGRAHA,6111743,S1 - Pendidikan Ilmu Komputer,452,128,0,0,3,4,,2,3,,1,1,,18,39,8,27,73,12,0,0,0
ERLANGGA,6653131,S1 - Pendidikan Ilmu Komputer,145,129,0,0,1,1,1,0,0,0,1,1,0,4,2,1,10,3,2,1,1,1
MOKH. ADIB SULTAN,6002446,S1 - Manajemen,220,158,0,0,2,0,1,0,0,0,1,2,2,5,6,2,0,0,0,5,2,1
OMAY SUMARNA,6134687,S1 - Pendidikan Kimia,418,130,0,0,5,5,0,4,5,0,1,1,0,15,47,8,42,94,19,0,0,0
INDRA SAFARI,5993891,S2 - Pendidikan Jasmani,243,131,0,0,2,6,,0,3,,1,1,,6,5,3,51,107,24,0,0,0
SEPTIAN ANDRIYANI,6088520,D3 - Keperawatan,238,131,0,0,0,7,0,0,5,0,1,1,0,6,0,0,35,189,17,0,0,0
FITRI NURAENI,6694029,S1 - PGSD Kampus Purwakarta,189,132,0,0,2,3,,1,2,,1,1,,1,6,1,12,39,7,0,0,0
NUGRAHA,5994754,S1 - Pendidikan Akuntansi,674,139,0,0,6,8,,2,6,,1,1,,10,7,3,90,200,39,0,0,0
LISNA ANISA FITRIANA,5995020,D3 - Keperawatan,210,140,0,0,1,4,,0,3,,1,1,,8,4,3,30,123,13,0,0,0
NUNUNG SITI SUKAESIH,6125144,D3 - Keperawatan Kampus Sumedang,149,140,0,0,1,2,0,0,1,0,0,1,0,1,2,1,16,21,4,0,0,0
YAYA SONJAYA,6122417,S1 - Kimia,359,140,0,0,3,5,,2,5,,1,1,,12,43,7,50,110,15,0,0,0
YUSUF HILMI ADISENDJAJA,6146921,S1 - Pendidikan Biologi,337,141,0,0,2,10,,1,11,,0,0,,12,19,0,44,389,0,0,0,0
DETY AMELIA KARLINA,5993444,S1 - PGSD Kampus Sumedang,210,142,0,0,1,4,0,0,2,0,2,1,0,2,3,1,27,66,12,0,0,0
HARSA WARA PRABAWA,5981240,S1 - Pendidikan Ilmu Komputer,419,158,0,0,4,6,,0,1,,1,4,,14,29,9,34,75,17,0,0,0
ACENG MUHTARAM MIRFANI,5995460,S1 - Administrasi Pendidikan,752,158,0,0,1,6,0,0,4,0,2,1,0,2,1,1,75,107,25,0,0,0
RICHE CYNTHIA JOHAN,5977502,S1 - Perpustakaan dan Sains Informasi,483,128,0,0,0,7,,0,7,,1,1,,1,0,0,80,428,25,0,0,0
AAM ALI RAHMAN,6689586,S1 - PGSD Penjas Kampus Sumedang,205,158,0,0,3,5,0,0,3,0,1,1,0,8,17,4,15,71,11,0,0,0
ARDIYANTO,6747025,S1 - Pendidikan Seni Rupa,221,159,0,0,0,0,,0,0,,0,1,,0,0,0,46,0,0,0,0,0
DIDIN WAHYUDIN,5979316,S1 - Pendidikan Teknik Elektro,506,160,0,0,3,0,,0,0,,2,2,,0,0,0,0,0,0,0,0,0
ENDANG CAHYA MULYANING A,6121877,S2 - Pendidikan Matematika,324,159,0,0,3,3,,0,1,,1,1,,11,21,8,36,37,11,0,0,0
ASEP WAHYUDIN,5991982,S2 - Pendidikan Ilmu Komputer,336,161,0,0,2,4,1,0,1,0,2,2,1,9,15,4,62,56,15,9,6,2
MUHAMMAD NUR ALIF,6183716,S1 - PGSD Penjas Kampus Sumedang,243,162,0,0,3,6,,2,4,,2,2,,2,6,2,24,155,14,0,0,0
DINA SITI LOGAYAH,6140888,S1 - Pendidikan IPS,225,162,0,0,1,4,0,0,1,0,1,1,1,9,3,2,32,38,10,4,0,0
IWA LUKMANA,6681158,S3 - Linguistik,266,161,0,0,2,5,,0,2,,1,1,,5,7,2,52,98,26,0,0,0
MAULANA,5993446,S1 - PGSD Kampus Sumedang,503,163,0,0,2,13,0,0,17,0,1,1,0,6,9,4,85,743,50,0,0,0
SUSAN FITRIASARI,5989821,S1 - Pendidikan Pancasila Dan Kewarganegaraan,287,133,0,0,1,4,0,0,2,0,2,1,1,2,1,1,55,55,15,4,0,0
KOMARUDIN,5992835,S1 - Pendidikan Kepelatihan Olahraga,435,134,0,0,1,4,0,0,1,0,1,1,0,5,1,1,54,88,29,0,0,0
NENDEN RANI RINEKASARI,5993613,S1 - Pendidikan Kesejahteraan Keluarga,238,134,0,0,0,5,1,0,0,0,0,1,1,0,0,0,44,41,12,4,1,1
ASEP MULYADI,5994685,S1 - Pendidikan Geografi,274,134,0,0,2,5,,0,1,,1,1,,9,10,3,37,68,14,0,0,0
RIZKY RACHMAN JUDHIE P,5993953,S1 - Ilmu Komputer,247,159,0,0,2,4,,0,1,,1,1,,8,9,4,16,37,9,0,0,0
IIP SARIPAH,5994097,S2 - Pendidikan Masyarakat,310,163,0,0,1,4,,0,2,,1,1,,4,4,3,50,64,18,0,0,0
YAYAH RAHYASIH,5994901,S1 - Administrasi Pendidikan,231,136,0,0,0,4,0,0,2,0,1,1,0,2,0,0,16,44,7,0,0,0
ANNE HAFINA,5994473,S2 - Bimbingan Dan Konseling,202,133,0,0,2,6,0,0,1,0,1,1,0,10,9,3,31,89,17,0,0,0
DIAN ANGGRAINI,6681986,S1 - Rekayasa Perangkat Lunak,266,161,0,0,3,3,0,1,1,0,0,2,1,4,37,4,9,68,3,1,0,0
SITI AISYAH,5984449,S1 - Kimia,835,164,0,0,9,9,,9,9,,1,1,,19,174,15,30,269,21,0,0,0
RASIM,5990962,S1 - Ilmu Komputer,579,135,0,0,5,5,3,1,2,0,1,5,1,17,50,11,12,69,10,12,17,8
HENI RUSNAYATI,6122990,S1 - Pendidikan Fisika,364,164,0,0,3,8,,0,6,,2,1,,8,22,7,55,267,37,0,0,0
HASBULLAH,5993941,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,491,165,0,0,3,4,1,0,1,0,2,1,3,18,21,10,36,46,11,0,0,0
AGUS FANY CHANDRA WIJAYA,6159695,S1 - Pendidikan Fisika,487,166,0,0,2,9,,0,8,,1,1,,10,15,6,91,365,52,0,0,0
TUTIK INAYATI,6676818,S2 - Manajemen Perkantoran,190,129,0,0,1,2,0,0,0,0,1,1,1,7,5,2,19,14,7,1,0,0
WANJAT KASTOLANI,258204,S2 - Pendidikan Geografi,424,167,0,0,2,6,,0,4,,1,1,,9,8,6,46,142,27,0,0,0
EKA SAKTI YUDHA,5978206,S1 - Bimbingan Dan Konseling,205,143,0,0,2,3,,1,2,,1,1,,5,14,3,37,88,7,0,0,0
DENI KURNIAWAN,5995718,S2 - Pengembangan Kurikulum,255,164,0,0,1,8,,0,6,,0,1,,1,1,1,94,1443,35,0,0,0
ARI ARIFIN DANUWIJAYA,5991917,S1 - Pendidikan Bahasa Korea,421,144,0,0,5,7,2,4,6,1,1,1,4,13,102,8,29,173,13,7,25,3
ENDIS FIRDAUS,5991808,S2 - Pendidikan Agama Islam,306,144,0,0,2,7,1,0,5,0,1,1,0,3,9,2,94,129,19,1,1,1
LINA ANISA NASUTION,6731726,D3 - Keperawatan,170,166,0,0,1,4,,0,0,,1,2,,8,7,4,24,25,10,0,0,0
"DR. DIAN INDIHADI, M.PD.",6014404,S1 - PGSD Kampus Tasikmalaya,415,167,0,0,1,9,0,0,7,0,2,1,0,2,1,1,105,386,59,0,0,0
CEPI RIYANA,5978187,S3 - Pendidikan Dasar,608,161,0,0,1,26,,0,45,,1,1,,4,2,1,193,7131,127,0,0,0
ANGGA M SYAHID,6681782,S1 - Kepelatihan Fisik Olahraga,154,145,0,0,2,2,0,0,0,0,1,1,1,6,7,3,17,13,7,1,0,0
PRAYOGA BESTARI,5995134,S2 - Pendidikan Kewarganegaraan,346,143,0,0,0,5,0,0,1,0,1,1,0,4,0,0,60,104,26,0,0,0
DANNY MEIRAWAN,6112016,S1 - Pendidikan Teknik Bangunan,367,142,0,0,2,9,1,0,8,0,3,1,2,9,10,4,41,284,24,1,1,1
RIKA RAFIKAH AGUSTIN,6115166,S1 - Pendidikan IPA,377,142,0,0,2,7,,0,6,,1,1,,13,16,8,32,158,18,0,0,0
INDIRA SYAWANODYA,6681751,S1 - Rekayasa Perangkat Lunak,174,145,0,0,1,1,,0,0,,0,2,,1,1,1,10,2,2,0,0,0
RESA PRAMUDITA,6688224,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,230,146,0,0,3,4,,1,1,,1,1,,9,35,6,13,45,7,0,0,0
LAKSMI DEWI,5978451,S2 - Pengembangan Kurikulum,439,146,0,0,1,11,0,0,13,0,1,2,1,5,1,1,73,443,36,0,0,0
AGUS TAUFIQ,6038357,S2 - Bimbingan Dan Konseling,253,146,0,0,1,6,,0,4,,1,1,,6,4,3,43,257,22,0,0,0
IMAS DIANA APRILIA,6000366,S3 - Pendidikan Khusus,294,146,0,0,0,5,0,0,2,0,1,2,1,1,0,0,53,76,23,5,0,0
IRA PURNAMASARI MN,6009786,S1 - Pendidikan Kepelatihan Olahraga,269,146,0,0,3,5,0,1,1,0,2,2,1,1,1,1,31,47,14,1,0,0
AAS NURASYIAH,5994697,S1 - Ilmu Ekonomi dan Keuangan Islam,240,147,0,0,1,4,,0,0,,0,1,,1,1,1,38,42,13,0,0,0
WIWI SISWANINGSIH,6681972,S1 - Pendidikan Kimia,512,147,0,0,4,8,,1,8,,1,1,,13,29,7,46,219,32,0,0,0
JAJANG KUSNENDAR,5989839,S1 - Pendidikan Ilmu Komputer,490,173,0,0,4,6,2,0,2,0,1,1,1,15,28,8,28,89,17,6,8,3
SAEPUL ANWAR,5989812,S1 - Ilmu Pendidikan Agama Islam,487,148,0,0,3,7,0,0,7,0,0,2,1,1,0,0,35,227,22,1,0,0
NENDEN INEU HERAWATI,6006181,S1 - PGPAUD Kampus Cibiru,357,174,0,0,0,5,,0,2,,0,1,,0,0,0,58,113,21,0,0,0
ADE SADIKIN AKHYADI,6106975,S3 - Pendidikan Masyarakat,255,174,0,0,1,7,,0,3,,0,1,,1,1,1,41,177,20,0,0,0
WAWAN HERMAWAN,5989811,S2 - Pendidikan Agama Islam,289,175,0,0,0,4,,0,1,,0,8,,0,0,0,21,59,9,0,0,0
YUDI SUKMAYADI,6100381,S3 - Pendidikan Seni,354,175,0,0,1,4,0,0,0,0,1,1,1,4,4,2,64,36,13,0,0,0
RR TJAHYANI BUSONO,6000749,S1 - Pendidikan Teknik Arsitektur,381,175,0,0,1,5,0,0,1,0,1,1,0,6,3,3,49,69,19,0,0,0
KHUSNUL NOVIANINGSIH,258640,S1 - Matematika,497,177,0,0,3,4,2,0,2,0,1,2,1,0,0,0,35,51,17,5,2,1
ADMAN,5975671,S1 - Pendidikan Manajemen Perkantoran,534,149,0,0,1,7,0,0,5,0,2,2,1,3,4,2,71,215,27,5,0,0
RITA PATRIASIH,5994115,S1 - Pendidikan Tata Boga,290,144,0,0,1,5,0,0,1,0,1,2,0,7,1,1,45,89,23,0,0,0
A SOBANDI,5994552,S2 - Pendidikan Ekonomi,407,150,0,0,1,9,0,0,9,0,1,1,1,3,3,1,54,920,26,2,0,0
IWA KUNTADI,6124175,S1 - Pendidikan Teknik Otomotif,342,175,0,0,2,3,2,0,1,0,1,1,1,9,10,4,36,50,17,6,7,3
ERNA PIANTARI,6143243,S1 - Pendidikan Ilmu Komputer,235,176,0,0,2,2,,0,1,,3,1,,11,15,6,17,53,8,0,0,0
YANTI SHANTINI,5994917,S2 - Pendidikan Masyarakat,252,149,0,0,1,4,0,0,3,0,0,1,0,1,1,1,41,71,15,0,0,0
UPIK RAHMI,5978408,D3 - Keperawatan,382,149,0,0,0,5,,0,3,,0,1,,0,0,0,53,129,18,0,0,0
DIAH KUSUMAWATY,6005459,S1 - Biologi,578,152,0,0,4,6,2,1,3,1,1,2,3,14,43,10,32,94,16,7,17,4
ASEP SAEPUDIN,5994652,S3 - Pendidikan Masyarakat,473,151,0,0,0,12,,0,13,,0,1,,0,0,0,193,401,71,0,0,0
SENI APRILIYA,5977974,S1 - PGSD Kampus Tasikmalaya,393,153,0,0,1,7,1,0,5,0,2,1,1,4,3,2,81,221,39,2,1,1
DEDE ROHMAT NURJAYA,6011830,S1 - Pendidikan Kepelatihan Olahraga,201,153,0,0,1,5,1,0,0,0,1,2,1,2,3,1,26,50,16,2,2,1
JAJAT,6002301,S1 - Ilmu Keolahragaan,251,145,0,0,2,5,1,0,3,0,1,1,1,9,6,2,34,72,17,2,1,1
CITRA OKTASARI,6739791,Unknown,153,150,0,0,1,2,,0,0,,1,1,,9,2,2,21,11,6,0,0,0
HERA NOVIA,6126827,Unknown,187,154,0,0,2,4,,0,1,,1,1,,8,7,4,28,51,12,0,0,0
MUHAMMAD IHSAN,6115091,S1 - Sains Informasi Geografi,158,151,0,0,2,3,,0,0,,1,4,,6,6,3,8,15,5,0,0,0
MAMAN SOMANTRI,6003437,S1 - Teknik Elektro,492,154,0,0,3,4,,1,1,,1,1,,29,38,14,31,44,10,0,0,0
KAMIN SUMARDI,5978127,S2 - Pendidikan Teknologi dan Kejuruan,505,155,0,0,1,8,,1,8,,1,1,,8,24,3,68,328,35,0,0,0
NUR INDRI RAHAYU,5994469,S1 - Ilmu Keolahragaan,400,169,0,0,1,6,0,0,4,0,1,1,0,4,0,0,35,122,20,1,0,0
AYU KRISHNA YULIAWATI,5977407,S1 - Manajemen,528,170,0,0,4,10,0,1,11,0,1,1,0,9,16,5,65,401,29,0,0,0
AGUS SETIABUDI,5982867,S2 - Kimia,1.188,170,0,0,9,14,,9,15,,1,1,,25,811,18,68,1310,36,0,0,0
DEDI KOSWARA,5987715,S2 - Pendidikan Bahasa dan Budaya Sunda,473,153,0,0,1,5,0,0,4,0,2,1,0,2,1,1,77,137,32,0,0,0
EDDY PRASETYO NUGROHO,5990993,S1 - Ilmu Komputer,531,171,0,0,5,7,3,1,4,0,3,1,4,13,62,9,36,191,21,8,18,6
KUSTON SULTONI,259556,S1 - Ilmu Keolahragaan,444,153,0,0,3,7,1,1,3,0,5,1,2,12,34,6,54,155,29,7,2,2
SULASTRI,6067962,S1 - Pendidikan Bisnis,322,153,0,0,2,3,1,0,0,0,2,2,2,2,3,2,30,33,12,4,2,2
AGUS SOLEHUDIN,6042424,S1 - Pendidikan Teknik Mesin,457,173,0,0,3,5,,1,3,,1,1,,11,30,7,44,89,18,0,0,0
EKA FITRAJAYA RAHMAN,6038107,S1 - Pendidikan Ilmu Komputer,356,150,0,0,4,6,,1,5,,1,1,,12,41,7,25,105,14,0,0,0
PURNOMO,6655363,S1 - Pendidikan Masyarakat,241,178,0,0,3,4,,0,0,,1,1,,6,8,2,36,35,9,0,0,0
ROSARINA GIYARTINI,6142244,S1 - PGSD Kampus Tasikmalaya,234,171,0,0,0,4,,0,1,,0,1,,0,0,0,49,74,23,0,0,0
ADIB RIFQI SETIAWAN,6710906,Unknown,173,171,0,0,0,20,,0,20,,0,0,,0,0,0,49,2730,0,0,0,0
DIAN PERMATA SARI,6160445,S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P,319,179,0,0,5,3,,2,1,,1,1,,0,0,0,18,32,10,0,0,0
YUSEP SUKRAWAN,5978341,S1 - Pendidikan Teknik Otomotif,361,179,0,0,1,6,1,1,2,0,0,1,3,2,10,1,50,116,19,3,5,1
WASIMUDIN SURYA SAPUTRA,5978996,D3 - Teknik Elektro,420,178,0,0,5,4,1,1,0,0,1,1,1,9,13,6,17,34,11,0,0,0
AYI SUHERMAN,5993623,S1 - PGSD Penjas Kampus Sumedang,412,178,0,0,2,10,,1,11,,4,1,,7,27,7,60,408,34,0,0,0
SHAFIRA HIMAYAH,6114986,S1 - Sains Informasi Geografi,212,178,0,0,3,3,,0,0,,1,1,,11,14,5,24,26,11,0,0,0
SYAMSUL HADI SENEN,5984992,S3 - Manajemen,641,179,0,0,3,11,1,0,12,0,1,1,1,8,26,5,72,280,31,5,3,3
MUKHIDIN,5991832,Unknown,431,181,0,0,3,6,2,1,5,0,6,2,1,9,33,4,43,239,22,13,6,3
CAHYO PUJI ASMORO,6175994,Unknown,380,181,0,0,2,4,2,0,0,0,1,1,3,13,19,7,32,41,12,7,8,2
MUHAMMAD RIJAL WAHID MUHARRAM,6709826,S1 - PGSD Kampus Tasikmalaya,242,187,0,0,1,6,0,0,1,0,1,1,1,5,3,2,39,96,23,2,0,0
ANDOYO SASTROMIHARJO,5987306,S3 - Pendidikan Bahasa Indonesia,504,171,0,0,1,5,0,0,5,0,1,1,0,6,3,2,97,137,37,0,0,0
YADI RUYADI,6664082,S2 - Pendidikan Sosiologi,467,186,0,0,1,8,1,0,8,0,1,1,2,2,5,1,53,384,20,3,1,1
AMPRASTO,5988635,S1 - Pendidikan Biologi,315,187,0,0,1,6,0,0,2,0,1,1,1,9,3,2,44,95,22,6,0,0
ACENG KOSASIH,5976354,S3 - Pendidikan Umum dan Karakter,538,188,0,0,2,7,0,0,6,0,3,1,1,7,7,4,57,250,33,0,0,0
NURYADI,6129407,S2 - Pendidikan Olahraga,288,177,0,0,1,4,,0,1,,1,1,,6,3,2,60,57,20,0,0,0
FAZRI NUR YUSUF,5978422,S3 - Pendidikan Bahasa Inggris,249,172,0,0,2,5,,0,1,,2,1,,4,9,4,36,78,22,0,0,0
WAWAN PURNAMA,6003518,S1 - Pendidikan Teknik Elektro,362,182,0,0,2,4,,0,2,,1,10,,15,21,7,34,119,12,0,0,0
ASRI RIA AFFRIANI,6124844,D3 - Survey Pemetaan dan Informasi Geografis,220,187,0,0,2,2,1,0,0,0,1,1,1,9,9,4,11,15,7,6,1,1
HARI MULYADI,5984810,S3 - Pendidikan Ekonomi,434,124,0,0,2,10,,0,10,,2,1,,7,11,4,113,414,56,0,0,0
AGUS GUMILAR,6681736,S1 - PGSD Pendidikan Jasmani,143,104,0,0,1,2,1,0,1,0,1,1,1,5,3,2,19,14,4,2,1,1
TIA PURNIATI,6125459,S1 - Pendidikan Matematika,226,109,0,0,1,6,0,0,6,0,1,3,0,5,5,2,30,194,21,0,0,0
NANIN TRIANAWATI SUGITO,6115094,D3 - Survey Pemetaan dan Informasi Geografis,311,113,0,0,2,4,0,0,1,0,1,1,1,5,5,3,31,70,15,4,0,0
RITA MARIYANA,6129983,S1 - Pendidikan Guru Pendidikan Anak Usia Dini,389,94,0,0,0,8,0,0,7,0,0,1,1,0,0,0,52,509,26,0,0,0
ANDREAS SUWANDI,6681654,S1 - Pendidikan Pariwisata,127,107,0,0,0,2,,0,1,,1,1,,1,0,0,16,21,6,0,0,0
ASEP HADIAN SASMITA,5993940,D3 - Teknik Mesin,435,98,0,0,1,16,0,0,23,0,1,1,0,2,1,1,88,1386,55,0,0,0
YUSUF MURTADLO HIDAYAT,6127532,S1 - Pendidikan Bisnis,121,117,0,0,1,3,,1,2,,1,1,,5,16,1,15,87,4,0,0,0
AGARA DAMA GAPUTRA,6745709,Unknown,91,89,0,0,0,2,0,0,0,0,1,1,0,2,0,0,8,6,4,0,0,0
YOSTIANI NOOR ASMI HARINI,5994037,S1 - Bahasa dan Sastra Indonesia,154,89,0,0,0,3,0,0,0,0,0,2,1,0,0,0,50,22,9,1,0,0
CEPI TRIATNA,5978540,S2 - Pedagogik,852,82,0,0,1,15,0,0,22,0,1,1,1,4,1,1,100,3623,66,1,0,0
ASEP DENI GUSTIANA,5994314,S1 - Pendidikan Guru Pendidikan Anak Usia Dini,214,96,0,0,0,4,,0,2,,0,1,,0,0,0,39,123,18,0,0,0
VIENA RUSMIATI HASANAH,257089,S2 - Pendidikan Masyarakat,243,95,0,0,0,4,,0,1,,1,1,,2,0,0,35,39,12,0,0,0
MASHARYONO,5984854,S1 - Pendidikan Bisnis,385,86,0,0,1,7,1,0,4,0,1,1,1,2,5,1,59,143,31,8,3,3
UMAN SUHERMAN AS,5995491,S1 - Bimbingan Dan Konseling,318,87,0,0,2,7,,0,5,,1,1,,8,7,3,38,450,26,0,0,0
DERI HENDRIAWAN,6006923,S1 - PGPAUD Kampus Serang,106,87,0,0,1,3,,0,1,,1,2,,4,1,1,17,30,7,0,0,0
UYU WAHYUDIN,5993946,S3 - Pendidikan Masyarakat,431,87,0,0,1,7,1,0,5,0,3,1,1,3,8,2,42,414,19,3,3,1
FIRMAN AZIZ,6036674,S1 - Ilmu Komunikasi,219,101,0,0,2,4,,1,2,,1,1,,4,22,2,29,162,11,0,0,0
HUSTY SERVIANA HUSAIN,6121538,S1 - Pendidikan Matematika,128,80,0,0,2,4,0,0,2,0,0,1,0,2,4,2,14,40,9,0,0,0
ERLINA WIYANARTI,5992644,S3 - Pendidikan Ilmu Pengetahuan Sosial,268,91,0,0,1,5,,0,1,,1,1,,3,2,1,56,92,22,0,0,0
DANIEL JULIANTO TARIGAN,6682292,S1 - Pendidikan Kelautan dan Perikanan Kampus Serang,127,82,0,0,0,3,,0,0,,1,1,,3,0,0,12,18,7,0,0,0
HIZBA MUHAMMAD SADIDA,6745857,S1 - Teknik Logistik,98,96,0,0,2,2,,0,0,,1,1,,5,8,2,12,12,3,0,0,0
ENGKOS KOSASIH,6005773,S2 - Pendidikan Bahasa Indonesia,307,80,0,0,0,0,,0,0,,0,5,,0,0,0,0,0,0,0,0,0
BUDI SANTOSO,5993631,S3 - Pendidikan Ekonomi,424,88,0,0,1,5,1,0,4,0,1,1,0,9,6,3,26,170,12,1,1,1
ANDIKA ARISETYAWAN,6006836,S1 - PGSD Kampus Serang,178,82,0,0,0,7,0,0,6,0,1,2,0,2,0,0,33,325,20,0,0,0
HILDA MONOARFA,6150134,S2 - Manajemen,174,80,0,0,1,3,,0,0,,2,1,,3,1,1,25,27,11,0,0,0
IQBAL MUSTHAPA,5979687,S1 - Kimia,435,81,0,0,4,5,,2,4,,1,1,,15,55,10,34,116,17,0,0,0
POPI SOPIAH,6126299,Profesi - Profesi Ners Kampus Sumedang,196,81,0,0,1,2,0,0,0,0,1,1,1,2,3,1,17,15,7,2,0,0
TAUFIK ABDULLAH,6127535,S1 - Manajemen Pemasaran Pariwisata,629,89,0,0,4,5,,1,3,,3,1,,6,8,3,36,81,18,0,0,0
LIZZA SUZANTI,6147053,S1 - PGPAUD Kampus Serang,132,80,0,0,0,4,0,0,0,0,1,1,0,1,0,0,34,39,13,0,0,0
NAVIK ISTIKOMAH,6668198,S1 - Pendidikan Ekonomi,167,88,0,0,1,0,1,0,0,0,1,4,3,3,4,2,0,0,0,3,6,1
IMAS KURNIAWATY,6146729,S1 - Manajemen Pemasaran Pariwisata,262,96,0,0,1,6,0,0,6,0,1,1,0,2,3,1,29,181,15,0,0,0
MOMO,5994131,S3 - Pendidikan Ilmu Pengetahuan Alam,182,96,0,0,1,4,0,0,1,0,2,2,0,5,8,3,57,61,15,0,0,0
DIAH LATIFAH,5995238,S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing,232,89,0,0,0,5,0,0,2,0,1,1,1,1,0,0,37,62,16,2,0,0
NURUL FAHMI ARIEF HAKIM,6725597,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,173,80,0,0,2,2,1,0,0,0,1,1,1,8,9,2,14,10,2,3,6,1
ANNISA CIPTAGUSTIA,5994482,S1 - Manajemen,136,97,0,0,0,2,,0,0,,1,1,,1,0,0,16,12,5,0,0,0
AI MAHMUDATUSSA ADAH,5994030,S1 - Pendidikan Tata Boga,331,89,0,0,1,8,1,0,5,0,1,1,2,7,1,1,44,188,28,5,3,2
SUCI APRILLIANI UTAMI,6006385,S1 - Ilmu Ekonomi dan Keuangan Islam,106,87,0,0,0,3,,0,1,,0,1,,0,0,0,34,50,17,0,0,0
BANDI SOBANDI,5993460,S1 - Pendidikan Seni Rupa,216,97,0,0,1,6,,0,3,,1,1,,3,2,2,48,165,13,0,0,0
GILAR GANDANA,6138272,S1 - Pendidikan Seni Rupa,304,97,0,0,1,9,,0,8,,1,1,,5,8,3,32,182,18,0,0,0
NIKE KAMARUBIANI,5995140,S1 - Pendidikan Masyarakat,190,93,0,0,0,2,,0,0,,1,1,,2,0,0,23,12,7,0,0,0
ROSA ARIANI SUKAMTO,5974496,S1 - Ilmu Komputer,539,82,0,0,3,21,1,1,27,0,1,1,1,9,20,6,85,10170,60,8,9,4
MEDIANTA TARIGAN,5994582,S1 - Psikologi,126,96,0,0,0,1,,0,1,,0,0,,0,0,0,2,30,1,0,0,0
