name,sinta_id,title,quartile,journal,author_order,creator,year,cited
AIP SARIPUDIN,6002410,Optimization of capacitor capacity to reduce electric power losses in distribution networks in Jampang Kulon Sukabumi,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Nurrizkiani J.,2020,0 cited
AIP SARIPUDIN,6002410,Characterization of Co:TiO,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Saripudin A.,2018,0 cited
AIP SARIPUDIN,6002410,Simulation of Design and Implementation of Smart Socket Prototype Controlled by Android Application,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Wahyudi R.,2018,1 cited
AIP SARIPUDIN,6002410,The effect of bias and load impedance to non linearity characteristics of RF LD-MOSFET,no-Q Journal,"Proceedings of the 2011 International Conference on Electrical Engineering and Informatics, ICEEI 20",Author Order : 2 of 4,Creator : Alam B.R.,2011,5 cited
AIP SARIPUDIN,6002410,Characterization of nonlinear behavior of GaAs HFET power amplifier IC based on multitone measurement and simulation,Q3 Journal,"IEEE Asia-Pacific Conference on Circuits and Systems, Proceedings, APCCAS",Author Order : 1 of 3,Creator : Saripudin A.,2002,5 cited
AIP SARIPUDIN,6002410,Radio Altimeter (Radalt) Simulator on Aircraft using Arduino UNO,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Ramdhani A.,2018,2 cited
AIP SARIPUDIN,6002410,Magnetic properties of Co: Tio,Q4 Journal,Pertanika Journal of Science and Technology,Author Order : 1 of 4,Creator : Saripudin A.,2017,1 cited
AIP SARIPUDIN,6002410,Growth mechanism of Co:TiO,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Saripudin A.,2016,2 cited
AIP SARIPUDIN,6002410,Optical response of columnar TiO,Q4 Journal,AIP Conference Proceedings,Author Order : 2 of 4,Creator : Anggraeni G.,2015,0 cited
HERI SUTARNO,5993380,Requirement engineering method for alignment of information technology (It) utilization with education business strategy,no-Q Journal,PervasiveHealth: Pervasive Computing Technologies for Healthcare,Author Order : 2 of 4,Creator : Putro B.L.,2020,0 cited
HERI SUTARNO,5993380,Garbage bank in elementary schools for the clean life and love the environment education,no-Q Journal,PervasiveHealth: Pervasive Computing Technologies for Healthcare,Author Order : 4 of 4,Creator : Putro B.L.,2020,0 cited
HERI SUTARNO,5993380,E-portfolio assessment model on collaborative problem solving (CPS) learning based on digital learning environment,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Sutarno H.,2019,0 cited
HERI SUTARNO,5993380,Learning basic programming using CLIS through gamification,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Prabawa H.,2018,4 cited
HERI SUTARNO,5993380,Design e-learning with flipped learning model to improve layout understanding the concepts basic of the loop control structure,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Handayani D.P.,2018,5 cited
HERI SUTARNO,5993380,"The development of interactive multimedia based on auditory, intellectually, repetition in repetition algorithm learning to increase learning outcome",Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Munir,2018,4 cited
HERI SUTARNO,5993380,Genius Learning Strategy of Basic Programming in an Adventure Game,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Junaeti E.,2018,3 cited
HERI SUTARNO,5993380,The Use of Geometry Learning Media Based on Augmented Reality for Junior High School Students,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Rohendi D.,2018,19 cited
HERI SUTARNO,5993380,The expert system of children's digestive tract diseases diagnostic using combination of forward chaining and certainty factor methods,no-Q Journal,Proceeding - 2017 3rd International Conference on Science in Information Technology: Theory and Appl,Author Order : 2 of 3,Creator : Astuti I.,2017,10 cited
HERI SUTARNO,5993380,A model for auto generating sets of examination items in educational assessment by using fuzzy c-means,Q3 Journal,World Transactions on Engineering and Technology Education,Author Order : 3 of 5,Creator : Riza L.,2017,5 cited
I WAYAN RATNATA,6004542,"Potential and prospect analysis of labor market in education in the fields of renewable energy engineering, industrial automation and robotics, and automotive engineering",Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 5,Creator : Kuntadi I.,2020,1 cited
I WAYAN RATNATA,6004542,Performance analysis of Pico Hydro-Solar Photovoltaic Hybrid System,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Ratnata I.W.,2020,0 cited
I WAYAN RATNATA,6004542,Development of a 500-1000 watt Pico hydro Hybrid Solar Power Plant prototype,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Ratnata I.W.,2019,0 cited
I WAYAN RATNATA,6004542,Preliminary Study of Micro-hydro Power Plant (MHPP) in the Rural Area,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 5,Creator : Ratnata I.W.,2018,2 cited
I WAYAN RATNATA,6004542,Prototype of Pico Hydro - Solar Photovoltaic Hybrid System,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Ratnata I.,2018,1 cited
HERI SUTARNO,5993380,Game multimedia in numeracy learning for elementary school students,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Rohendi D.,2017,3 cited
HERI SUTARNO,5993380,Improve Student Understanding Ability Through Gamification in Instructional Media Based Explicit Instruction,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Firdausi N.,2017,4 cited
EDED TARMEDI,5984792,Factors affecting customer trust and their impact on customer behavioural intention: A study of social commerce in Indonesia,Q2 Journal,Pertanika Journal of Social Sciences and Humanities,Author Order : 1 of 4,Creator : Tarmedi E.,2018,2 cited
GILANG PRATAMA PUTRA,6786959,"RADEC (reading, answering, demonstrating, explaining, and creating) in lms to teach tennis without field practicing",no-Q Journal,Universal Journal of Educational Research,Author Order : 4 of 4,Creator : Rahman A.,2020,6 cited
GILANG PRATAMA PUTRA,6786959,Smart-er models and ideas method on physical education teaching in elementary schools,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 2,Creator : Subarjah H.,2019,1 cited
KUSNADI,6002975,Isolation of chitinase enzymes of three entomopathogenic fungi and their effect on third larval instar of Spodoptera exigua,Q4 Journal,Journal of Entomological Research,Author Order : 2 of 4,Creator : Sanjaya Y.,2022,0 cited
ARDIANSAH,6754065,Pedagogia dictionary: Web application development,Q1 Journal,International Journal of Instruction,Author Order : 3 of 4,Creator : Susilana R.,2022,0 cited
ARDIANSAH,6754065,Instilling environmental literacy using Kamishibai cards in kindergartens,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 4 of 6,Creator : Susilana R.,2021,0 cited
ARDIANSAH,6754065,Cultural Literacy: Getting to Know Digital-Based Folklore,no-Q Journal,"2019 5th International Conference on Education and Technology, ICET 2019",Author Order : 3 of 6,Creator : Johan R.C.,2019,0 cited
KUSNADI,6002975,Identification and characterization of internal microflora in larvae of Graphium agamemnon,Q4 Journal,Journal of Entomological Research,Author Order : 2 of 4,Creator : Sanjaya Y.,2021,0 cited
KUSNADI,6002975,The development of Musi estuary ecosystem alternative teaching materials as supplementary books for biology learning in high schools,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Handayani S.,2021,0 cited
KUSNADI,6002975,Analyse of creative thinking ability of vocational students after waste management project-based learning,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Wibowo G.J.,2021,0 cited
KUSNADI,6002975,Project-based learning to enhance student's awareness towards the environment,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Masdiana R.,2020,0 cited
DIAH CAHYANI PERMANA SARI,6003617,Examining the spatial pattern in Indonesia's villages for the globalization mechanism of survival,Q2 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 3,Creator : Cahyani D.,2020,0 cited
DIAH CAHYANI PERMANA SARI,6003617,Creative adoption of Sundanese traditional architecture for architectural and campus interior design development,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Barliana M.S.,2020,0 cited
KUSNADI,6002975,The Conceptual change of human respiratory system through POE-Based Learning,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Kusnadi K.,2019,0 cited
KUSNADI,6002975,Vegetation dispersion in green open space of Universitas Pendidikan Indonesia,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 3 of 4,Creator : Kastolani W.,2018,1 cited
KUSNADI,6002975,Enhancing Scientific Inquiry Literacy of Prospective Biology Teachers through Inquiry Lab Project in Microbiology,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Kusnadi K.,2017,2 cited
DIAH CAHYANI PERMANA SARI,6003617,A design model of special vocational high school for children with visual impairment,Q1 Journal,Indonesian Journal of Science and Technology,Author Order : 3 of 3,Creator : Maknun J.,2019,6 cited
DIAH CAHYANI PERMANA SARI,6003617,Evaluation of vocational school (SMK) students' environmental literacy,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 3 of 5,Creator : Maknun J.,2018,0 cited
DIAH CAHYANI PERMANA SARI,6003617,How to Improve Engineering Competencies for Students with Special Needs?,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Maknun J.,2018,0 cited
KUSNADI,6002975,Effect of Monascus purpureus inoculum concentration on pigment production in jackfruit seed flour substrate,Q4 Journal,AIP Conference Proceedings,Author Order : 2 of 3,Creator : Hamdiyati Y.,2016,4 cited
YUSI RIKSA YUSTIANA,5996530,Group play therapy for the treatment of post-traumatic stress disorder in child victim of Tsunami in Banten Province,no-Q Journal,Elementary Education Online,Author Order : 1 of 3,Creator : Yustiana Y.R.,2020,1 cited
YUSI RIKSA YUSTIANA,5996530,The effect of adventure-based counseling modules on self-efficacy of college students Council (CSC) in Sultan Idris education university,Q4 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 4 of 5,Creator : Almigo N.,2019,0 cited
YUSI RIKSA YUSTIANA,5996530,Application expert system career guidance for students,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Supriyanto G.,2019,5 cited
BUDI SETIAWAN,6754095,Entrepreneurial creativity and intention: Structural equation modelling among university students,Q3 Journal,Cypriot Journal of Educational Sciences,Author Order : 0 of 0,Creator : Firman F.,2022,0 cited
DEDE ISWANDI,5995220,Sustainable Development Principles in the Green Constitution,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Sundawa D.,2018,0 cited
BUDI SETIAWAN,6754095,Validity and reliability of measurement instruments of educative family life,Q3 Journal,Cypriot Journal of Educational Sciences,Author Order : 0 of 0,Creator : Sudiapermana E.,2022,0 cited
BUDI SETIAWAN,6754095,Exploring students’ literacy of information technology in higher education: Platforms and usage,Q3 Journal,Cypriot Journal of Educational Sciences,Author Order : 2 of 2,Creator : Arifin Z.,2022,3 cited
BUDI SETIAWAN,6754095,Utilising gamification for online evaluation through Quizizz: Teachers’ perspectives and experiences,Q2 Journal,World Journal on Educational Technology: Current Issues,Author Order : 0 of 0,Creator : Arifin Z.,2022,0 cited
BUDI SETIAWAN,6754095,Students’ Attitudes and Perceptions of Smart Online Learning through Podcast Content Development,Q2 Journal,International Journal of Interactive Mobile Technologies,Author Order : 4 of 4,Creator : Hernawan A.H.,2021,0 cited
BUDI SETIAWAN,6754095,Meeting teachers' and learners' perceptions on mobile learning: A case of Indonesian vocational high school in Surakarta city,no-Q Journal,Universal Journal of Educational Research,Author Order : 1 of 4,Creator : Setiawan B.,2020,3 cited
BUDI SETIAWAN,6754095,Career Development: The Role of Career Counsellor towards Job Counselling,Q1 Journal,International Journal of Instruction,Author Order : 3 of 3,Creator : Asrowi,2020,3 cited
BUDI SETIAWAN,6754095,The difference of students learning outcomes using the project-based learning and problem-based learning model in terms of self-efficacy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Amini R.,2019,4 cited
BUDI SETIAWAN,6754095,English grammar on 2013 curriculum: The development of game based learning multimedia,no-Q Journal,MATEC Web of Conferences,Author Order : 1 of 2,Creator : Setiawan B.,2018,3 cited
LINNA MEILIA RASIBAN,5992682,Indonesian students' perceptions of mnemonic strategies to recognize Japanese kanji characters,Q2 Journal,Indonesian Journal of Applied Linguistics,Author Order : 0 of 3,Creator : Rasiban L.,2019,0 cited
AMANDA PUSPANDITANING SEJATI,6681142,Digital native levels of Indonesia pre-service teachers,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Sejati A.P.,2019,1 cited
GANO SUMARNO,5994887,Is physical activity level in physical education lesson related to fundamental movement skills at elementary schools?,Q3 Journal,International Journal of Human Movement and Sports Sciences,Author Order : 3 of 5,Creator : Wibowo R.,2021,0 cited
GANO SUMARNO,5994887,Development of a portable microcontroller-based start block performance analysis device for sprint athletes,Q2 Journal,Journal of Physical Education and Sport,Author Order : 6 of 6,Creator : Wibowo R.,2021,0 cited
GANO SUMARNO,5994887,Physical Activity and Nutritional Status of College Students During Covid-19 Pandemic,Q4 Journal,Malaysian Journal of Medicine and Health Sciences,Author Order : 3 of 6,Creator : Stephani M.R.,2021,0 cited
GANO SUMARNO,5994887,Analysis of the Contribution of Self Confidence on Hitting Skills Through Mental Rehearsal Imagery and Goal Setting in UKM Softball UPI,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 4,Creator : Sumarno G.,2017,0 cited
SRIYONO,5995088,The effect of fiber orientations on the mechanical properties of ramie-sea sengon wood composites for wind turbin blades,no-Q Journal,"3rd International Conference on Computing, Engineering, and Design, ICCED 2017",Author Order : 1 of 4,Creator : Sriyono,2018,0 cited
SRIYONO,5995088,Mechanism of,Q2 Journal,Journal of Radioanalytical and Nuclear Chemistry,Author Order : 0 of 0,Creator : Awaludin R.,2015,8 cited
 LINDA SETIAWATI,5995101,Development of Computer Teaching Materials on Education Management Applications Through e-Learning Module,no-Q Journal,"Proceedings - 2022 2nd International Conference on Information Technology and Education, ICIT and E",Author Order : 8 of 9,Creator : Sunandar A.,2022,0 cited
 LINDA SETIAWATI,5995101,Hard skills versus soft skills: How do they affect different job types of Japanese language graduates?,Q4 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 2 of 3,Creator : Setiana S.,2019,1 cited
 LINDA SETIAWATI,5995101,Development of automatic system ICMLS 2.0 for improving educational technology competences in industrial revolution 4.0,Q4 Journal,ACM International Conference Proceeding Series,Author Order : 4 of 6,Creator : Darmawan D.,2019,1 cited
 LINDA SETIAWATI,5995101,Developing integrated management information system in research: A study at the institute for research and community services of Universitas Pendidikan Indonesia,Q4 Journal,International Journal of Applied Engineering Research,Author Order : 2 of 2,Creator : Darmawan D.,2015,0 cited
DANDHI KUSWARDHANA,6133646,Face Recognition Concept for Reservation System in Trainer Kit Computer Vision,no-Q Journal,ISMEE 2021 - 2021 3rd International Symposium on Material and Electrical Engineering Conference: Enh,Author Order : 1 of 6,Creator : Kuswardhana D.,2021,0 cited
DANDHI KUSWARDHANA,6133646,Development of augmented reality technology in vocational school: A socio-technical curriculum framework,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 4 of 6,Creator : Widiaty I.,2021,0 cited
DANDHI KUSWARDHANA,6133646,Fuzzy analytical hierarchy process - based priority identification of employability skills for vocational education students,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 5 of 5,Creator : ABDULLAH A.G.,2021,0 cited
DANDHI KUSWARDHANA,6133646,Smart Traffic Light System Design Based on Single Shot MultiBox Detector (SSD) and Anylogic Simulation,Q3 Journal,Lecture Notes on Data Engineering and Communications Technologies,Author Order : 3 of 7,Creator : Salim E.R.,2021,0 cited
DANDHI KUSWARDHANA,6133646,The use of smartphone on learning activities: Systematic review,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Firmansyah R.O.,2020,2 cited
DANDHI KUSWARDHANA,6133646,The instructional thematic game for children with mild mental retardation: For enhancement of left-right recognition skill,Q3 Journal,International Journal of Electrical and Computer Engineering,Author Order : 1 of 3,Creator : Kuswardhana D.,2017,8 cited
DANDHI KUSWARDHANA,6133646,A conceptual model of instructional thematic game for children with intellectual deficiencies,Q3 Journal,Communications in Computer and Information Science,Author Order : 1 of 2,Creator : Kuswardhana D.,2016,1 cited
DANDHI KUSWARDHANA,6133646,Improving concentration through picture selecting game based on kinect sensor for student with intellectual deficiencies,no-Q Journal,Proceedings of 2015 International Conference on Information and Communication Technology and Systems,Author Order : 1 of 4,Creator : Kuswardhana D.,2016,4 cited
DANDHI KUSWARDHANA,6133646,Animal thematic game based on kinect sensor for mental retardation rehabilitation,no-Q Journal,"Proceedings of the 23rd International Conference on Computers in Education, ICCE 2015",Author Order : 1 of 2,Creator : Kuswardhana D.,2015,2 cited
DANIEL JULIANTO TARIGAN,6682292,"Octopus fishing ground utilization in central sulawesi, indonesia: An approach using spawning potential ratio",Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 0 of 0,Creator : Wiryawan B.,2022,0 cited
DANIEL JULIANTO TARIGAN,6682292,Virtual scuba diving activities for elementary student to enhance their ocean literacy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 5,Creator : Cahyadi F.D.,2021,0 cited
DANIEL JULIANTO TARIGAN,6682292,"Determination of potential fishing zones of areolate grouper (Epinephelus areolatus) based on analysis of productivity, gonad maturity and fish length in karimunjawa national park, indonesia",Q3 Journal,AACL Bioflux,Author Order : 2 of 4,Creator : Simbolon D.,2020,0 cited
HAFIZ AJI AZIZ,6748855,Susceptibility of Sesbagrandiflorain B against Chlorination: A DFT Study,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Nurhayati M.,2021,0 cited
HAFIZ AJI AZIZ,6748855,Investigating the potency of bioactive compounds from ficus religiosa as anti-inflammatory agent,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 7,Creator : Utami W.,2021,0 cited
DJAM'AN SATORI,5991840,Needs analysis of teacher professional development to improve competence,Q4 Journal,International Journal of Psychosocial Rehabilitation,Author Order : 0 of 0,Creator : Karsiwan W.,2020,0 cited
MITA NURHAYATI,6745947,"Effects of Benzalkonium Chloride Contents on Structures, Properties, and Ultrafiltration Performances of Chitosan-Based Nanocomposite Membranes",Q2 Journal,Membranes,Author Order : 2 of 9,Creator : Khoerunnisa F.,2022,0 cited
HAFIZ AJI AZIZ,6748855,"Effect of pH, temperature, and electrolytes on swelling and release behaviors of PVA/AAm/GO based hydrogel composites",Q4 Journal,AIP Conference Proceedings,Author Order : 6 of 8,Creator : Khoerunnisa F.,2021,0 cited
HAFIZ AJI AZIZ,6748855,Physicochemical Properties of TPP-Crosslinked Chitosan Nanoparticles as Potential Antibacterial Agents,Q2 Journal,Fibers and Polymers,Author Order : 6 of 10,Creator : Khoerunnisa F.,2021,4 cited
DJAM'AN SATORI,5991840,Science Teachers' Understanding of Scientific Inquiry in Teacher Professional Development,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Adisendjaja Y.,2017,10 cited
MITA NURHAYATI,6745947,Poly(ether sulfone)-based ultrafiltration membranes using chitosan/ammonium chloride to enhance permeability and antifouling properties,Q2 Journal,Polymer Journal,Author Order : 3 of 10,Creator : Khoerunnisa F.,2022,2 cited
MITA NURHAYATI,6745947,Susceptibility of Sesbagrandiflorain B against Chlorination: A DFT Study,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 3,Creator : Nurhayati M.,2021,0 cited
HAFIZ AJI AZIZ,6748855,In silico anti-inflammatory activity evaluation of some bioactive compound from ficus religiosa through molecular docking approach,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 6,Creator : Utami W.,2020,2 cited
HAFIZ AJI AZIZ,6748855,Study of substituent effect on properties of platinum(II) porphyrin semiconductor using density functional theory,Q3 Journal,Indonesian Journal of Chemistry,Author Order : 3 of 4,Creator : Pranowo H.D.,2018,4 cited
HAFIZ AJI AZIZ,6748855,Molecular and electronic structure of some symmetrically meso-substituted Hg(II)-porphyrin complexes,Q4 Journal,Asian Journal of Chemistry,Author Order : 1 of 4,Creator : Aziz H.A.,2017,3 cited
HAFIZ AJI AZIZ,6748855,Design a better metalloporphyrin semiconductor: A theoretical studies on the effect of substituents and central ions,Q4 Journal,AIP Conference Proceedings,Author Order : 3 of 4,Creator : Mulya F.,2016,10 cited
MITA NURHAYATI,6745947,Toughened chitosan-based composite membranes with antibiofouling and antibacterial properties: Via incorporation of benzalkonium chloride,Q1 Journal,RSC Advances,Author Order : 4 of 12,Creator : Khoerunnisa F.,2021,3 cited
MITA NURHAYATI,6745947,"Effect of pH, temperature, and electrolytes on swelling and release behaviors of PVA/AAm/GO based hydrogel composites",Q4 Journal,AIP Conference Proceedings,Author Order : 2 of 8,Creator : Khoerunnisa F.,2021,0 cited
MITA NURHAYATI,6745947,Physicochemical Properties of TPP-Crosslinked Chitosan Nanoparticles as Potential Antibacterial Agents,Q2 Journal,Fibers and Polymers,Author Order : 2 of 10,Creator : Khoerunnisa F.,2021,4 cited
MITA NURHAYATI,6745947,Ultrasonic Synthesis of Nanochitosan and Its Size Effects on Turbidity Removal and Dealkalization in Wastewater Treatment,Q1 Journal,Inventions,Author Order : 3 of 8,Creator : Khoerunnisa F.,2021,0 cited
MOKH IMAN FIRMANSYAH,5993699,Higher-Order Thinking Skills in Primary School: Teachers’ Perceptions of Islamic Education,Q1 Journal,Journal of Ethnic and Cultural Studies,Author Order : 3 of 4,Creator : Kosasih A.,2022,2 cited
MOKH IMAN FIRMANSYAH,5993699,Theology of disaster: A study on west bandung people's responses to the potency of earthquake,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 4 of 4,Creator : Kosasih A.,2021,0 cited
FITRIANI AGUSTINA,5981275,A new approach solution for fuzzy assignment problem using the development Zimmermann method,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 2,Creator : Agustina F.,2019,1 cited
FITRIANI AGUSTINA,5981275,"Contributing factors to hemodialysis adherence in Aceh, Indonesia",Q3 Journal,Enfermeria Clinica,Author Order : 0 of 0,Creator : Agustina F.,2019,2 cited
MOKH IMAN FIRMANSYAH,5993699,Development of microbial organic waste processing model in community of Sukasari Sub-District Bandung,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 0 of 0,Creator : Kastolani W.,2019,1 cited
MOKH IMAN FIRMANSYAH,5993699,School Culture and Ecology,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 0 of 0,Creator : Mainaki R.,2018,0 cited
FITRIANI AGUSTINA,5981275,Subchronic Administration of High-Dose Sodium Fluoride Causes Deficits in Cerebellar Purkinje Cells But Not Motor Coordination of Rats,Q2 Journal,Biological Trace Element Research,Author Order : 0 of 0,Creator : Agustina F.,2019,4 cited
FITRIANI AGUSTINA,5981275,PMZ method for solving fuzzy transportation,Q4 Journal,AIP Conference Proceedings,Author Order : 1 of 3,Creator : Agustina F.,2017,0 cited
PUJI RAHMAWATI NURCAHYANI,6733171,Reutilization of Algal Supercritical Water Gasification Waste for Microalgae Chlorella vulgaris Cultivation,Q2 Journal,ACS Omega,Author Order : 1 of 2,Creator : Nurcahyani P.R.,2021,4 cited
PUJI RAHMAWATI NURCAHYANI,6733171,Supercritical water gasification of microalgae with and without oil extraction,Q1 Journal,Journal of Supercritical Fluids,Author Order : 1 of 3,Creator : Nurcahyani P.R.,2020,17 cited
PUJI RAHMAWATI NURCAHYANI,6733171,Gasification of microalgae waste on supercritical water condition,no-Q Journal,European Biomass Conference and Exhibition Proceedings,Author Order : 1 of 2,Creator : Nurcahyani P.R.,2019,0 cited
PUJI RAHMAWATI NURCAHYANI,6733171,Effect of addition of semi refined carrageenan on mechanical characteristics of gum Arabic edible film,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Setyorini D.,2016,3 cited
MOKH IMAN FIRMANSYAH,5993699,How to Conservate in Situ and Ex Situ Community Based Biodiversity Park in Sumedang Regency of West Java Province?,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 0 of 0,Creator : Kastolani W.,2018,1 cited
MOKH IMAN FIRMANSYAH,5993699,UPI Students' Perceptions of Jihad Based on Their Regions of Origin,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 2 of 2,Creator : Kosasih A.,2018,2 cited
MOKH IMAN FIRMANSYAH,5993699,Vegetation dispersion in green open space of Universitas Pendidikan Indonesia,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 0 of 0,Creator : Kastolani W.,2018,0 cited
MOKH IMAN FIRMANSYAH,5993699,The development of mountain tourism based on disaster mitigation in ring of fire areas,no-Q Journal,"Heritage, Culture and Society: Research agenda and best practices in the hospitality and tourism ind",Author Order : 0 of 0,Creator : Kastolani W.,2016,0 cited
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,Stochastic Simulation of Yeast Cells and Its Colony Growth by Using Circular Granular Model for Cases of Growth and Birth Probabilities Depends on Position,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Purwa Aji D.P.,2019,1 cited
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,Network Analysis of Saccharomyces Cerevisiae Colony: Relation between Spatial Position and Generation,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 5,Creator : Meiriska W.,2019,1 cited
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,Network Analysis of Saccharomyces cerevisiae,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 5,Creator : Purnama F.A.,2019,1 cited
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,Study of budding yeast colony formation and its characterizations by using circular granular cell,Q3 Journal,Journal of Physics: Conference Series,Author Order : 1 of 5,Creator : Aprianti D.,2016,3 cited
DEVI APRIANTI RIMADHANI AGUSTINI,6745751,Budding yeast colony growth study based on circular granular cell,Q3 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Aprianti D.,2016,7 cited
ANY ARYANI,6038233,"Genetic diversity of the structure of HSP70 Gene in Kampung Unggul Balitbangtan (KUB), Walik, and Kate Walik Chickens",Q2 Journal,Tropical Animal Science Journal,Author Order : 1 of 5,Creator : Aryani A.,2019,4 cited
ANY ARYANI,6038233,"Physical Characteristics, Chemical Composition, Organoleptic Test and the Number of Microbes in the Biscuits with Addition of Flour Banana Peels",Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 3,Creator : Hernawati,2017,3 cited
FITRI ALFARISA,6691682,Effectiveness of the aa “4c” authentic assessment model: A single-case-research (SCR),Q3 Journal,New Educational Review,Author Order : 4 of 5,Creator : Kartowagiran B.,2019,0 cited
RINI INTANSARI MEILANI,5994001,Exploring the emotions of single international students in hong kong facing the covid-19 pandemic,Q2 Journal,Journal of International Students,Author Order : 0 of 4,Creator : Suprihatin,2020,0 cited
RINI INTANSARI MEILANI,5994001,Teachers' strategy in implementing english curriculum in a junior high school in Indonesia,no-Q Journal,Indonesian Journal of Applied Linguistics,Author Order : 0 of 1,Creator : Intansari R.,2013,3 cited
NENI ROHAENI,5978803,Competency based-assessment using electronic rubric: Implementation on manual polishing practice in housekeeping,Q2 Journal,Journal of Engineering Science and Technology,Author Order : 3 of 5,Creator : Jubaedah Y.,2020,1 cited
FITRI ALFARISA,6691682,Can student assessment sheets replace observation sheets?,Q3 Journal,Cakrawala Pendidikan,Author Order : 3 of 4,Creator : Kartowagiran B.,2019,2 cited
FITRI ALFARISA,6691682,Creative intelligence analysis in ethnomathematics learning,Q3 Journal,"International Journal of Innovation, Creativity and Change",Author Order : 7 of 8,Creator : Supriadi S.,2019,2 cited
